Sale_ID,Date,Store_ID,Product_ID,Customer_ID,Quantity,Unit_Price,Gross_Sales,Discount_Rate,Discount_Amount,Net_Sales,Unit_Cost,Total_Cost,Profit,Sales_Channel,Payment_Method,Is_Return,Target_ID,Campaign_ID
3537,2025-01-03,5,112,11165,1,3600,3600,0.11,389.86,3210.14,2050,2050,1160.14,Online,Kredi Kartı,Hayır,1005,1
3538,2025-08-24,6,103,10454,1,32000,32000,0.1,3266.54,28733.46,22500,22500,5802.46,Mağaza,Banka Kartı,Hayır,1062,4
3539,2026-04-10,1,115,11140,1,1750,1750,0.15,261.89,1488.11,720,720,820.19,Mağaza,Banka Kartı,Hayır,1121,10
3540,2025-08-16,8,116,10280,1,2300,2300,0.08,190.36,2109.64,1050,1050,1133.48,Mağaza,Nakit,Hayır,1064,4
3541,2026-05-14,3,101,10550,1,18500,18500,0.13,2370.82,16129.18,12500,12500,3387.25,Online,Dijital Cüzdan,Hayır,1131,0
3542,2026-06-05,5,106,10199,1,6500,6500,0.04,231.21,7021.05,3800,3800,2659.73,Online,Kredi Kartı,Hayır,1141,11
3543,2025-05-19,3,102,10670,1,12500,12500,0.09,1098.39,11401.61,8500,8500,2730.58,Mağaza,Banka Kartı,Hayır,1035,0
3544,2025-10-03,3,120,10286,1,1250,1250,0.02,23.35,1226.65,570,570,656.65,Mağaza,Banka Kartı,Hayır,1075,5
3545,2025-10-18,5,113,11152,1,950,950,0.02,19.92,930.08,430,430,500.08,Mağaza,Kredi Kartı,Hayır,1077,5
3546,2025-02-22,8,110,10885,1,3200,3200,0.02,53.97,3146.03,1800,1800,1346.03,Online,Nakit,Hayır,1016,0
3547,2025-04-20,5,110,10258,3,3200,9600,0.1,947.24,8652.76,1800,5400,3252.76,Mağaza,Banka Kartı,Hayır,1029,0
3548,2025-01-04,6,120,10776,1,1250,1250,0.05,64.55,1185.45,570,570,615.45,Online,Banka Kartı,Hayır,1006,1
3549,2025-02-16,1,114,10657,1,5800,5800,0.14,794.0,5006.0,3350,3350,1656.0,Online,Kredi Kartı,Hayır,1009,0
3550,2025-04-04,7,104,10511,1,24500,24500,0.11,2683.2,21816.8,17000,17000,4489.55,Mağaza,Dijital Cüzdan,Hayır,1031,2
3551,2025-08-01,2,110,10560,1,3200,3200,0.07,215.79,2984.21,1800,1800,1184.21,Mağaza,Banka Kartı,Hayır,1058,0
3552,2026-03-12,1,116,10064,2,2300,4600,0.14,647.14,3952.86,1050,2100,1991.21,Online,Kredi Kartı,Hayır,1113,0
3553,2026-05-23,1,110,10701,1,3200,3200,0.19,-594.13,-2605.87,1800,-1800,-805.87,Mağaza,Banka Kartı,Evet,1129,0
3554,2025-07-24,5,107,10141,1,14500,14500,0.11,1594.7,14453.94,9300,9300,4037.94,Online,Kredi Kartı,Hayır,1053,0
3555,2026-01-16,8,120,10978,4,1250,5000,0.07,327.6,4672.4,570,2280,2392.4,Mağaza,Banka Kartı,Hayır,1104,0
3556,2025-03-14,5,119,10740,1,450,450,0.09,41.17,408.83,150,150,258.83,Mağaza,Nakit,Hayır,1021,0
3557,2026-05-31,2,119,10107,1,450,450,0.05,24.34,425.66,150,150,275.66,Online,Kredi Kartı,Hayır,1130,0
3558,2025-03-17,1,104,10213,1,24500,24500,0.14,-3378.67,-21121.33,17000,-17000,-3804.51,Online,Nakit,Evet,1017,2
3559,2025-03-18,4,105,11040,1,2800,2800,0.15,411.27,2388.73,1450,1450,902.9,Online,Dijital Cüzdan,Hayır,1020,2
3560,2026-02-14,1,110,10388,2,3200,6400,0.1,628.2,5771.8,1800,3600,2171.8,Mağaza,Kredi Kartı,Hayır,1105,9
3561,2025-04-16,3,118,10258,3,1800,5400,0.06,300.93,5099.07,850,2550,2549.07,Mağaza,Kredi Kartı,Hayır,1027,0
3562,2026-04-21,5,116,11138,2,2300,4600,0.07,304.79,4295.21,1050,2100,2345.54,Mağaza,Dijital Cüzdan,Hayır,1125,0
3563,2025-10-02,8,118,10833,2,1800,3600,0.06,208.44,3391.56,850,1700,1691.56,Mağaza,Kredi Kartı,Hayır,1080,5
3564,2025-03-29,3,119,10798,4,450,1800,0.09,166.26,1633.74,150,600,1033.74,Mağaza,Banka Kartı,Hayır,1019,2
3565,2025-03-18,1,116,10886,2,2300,4600,0.15,689.74,3910.26,1050,2100,1947.12,Mağaza,Nakit,Hayır,1017,2
3566,2025-03-18,7,106,10038,1,6500,6500,0.11,738.89,5761.11,3800,3800,1874.7,Online,Kredi Kartı,Hayır,1023,2
3567,2026-03-18,6,106,10916,1,6500,6500,0.12,766.34,5733.66,3800,3800,1847.66,Online,Banka Kartı,Hayır,1118,10
3568,2026-06-24,7,108,11049,1,5200,5200,0.11,591.08,4608.92,3000,3000,1608.92,Online,Nakit,Hayır,1143,11
3569,2025-09-02,2,107,10893,1,14500,14500,0.14,2072.17,12427.83,9300,9300,3127.83,Online,Kredi Kartı,Hayır,1066,4
3570,2026-01-17,3,106,11076,1,6500,6500,0.13,837.97,5662.03,3800,3800,1777.1,Online,Kredi Kartı,Hayır,1099,0
3571,2025-05-22,8,116,10851,2,2300,4600,0.07,331.35,4268.65,1050,2100,2318.05,Mağaza,Kredi Kartı,Hayır,1040,0
3572,2026-01-03,1,101,11115,1,18500,18500,0.21,3892.24,14607.76,12500,12500,1888.64,Online,Banka Kartı,Hayır,1097,0
3573,2025-03-25,5,115,11162,1,1750,1750,0.06,103.04,1646.96,720,720,984.6,Mağaza,Kredi Kartı,Hayır,1021,2
3574,2025-05-23,2,117,10061,1,3100,3100,0.08,246.42,2853.58,1200,1200,1753.45,Online,Kredi Kartı,Hayır,1034,0
3575,2025-12-18,4,102,10111,1,12500,12500,0.12,1472.96,11027.04,8500,8500,2361.63,Mağaza,Kredi Kartı,Hayır,1092,8
3576,2026-06-29,6,102,10258,1,12500,12500,0.11,1360.53,11139.47,8500,8500,2472.38,Mağaza,Kredi Kartı,Hayır,1142,11
3577,2025-06-01,4,106,10135,1,6500,6500,0.11,684.12,5815.88,3800,3800,1928.64,Online,Banka Kartı,Hayır,1044,3
3578,2025-06-07,6,105,10060,2,2800,5600,0.07,418.18,5181.82,1450,2900,2204.1,Mağaza,Banka Kartı,Hayır,1046,3
3579,2026-03-22,3,113,10189,2,950,1900,0.09,171.02,1728.98,430,860,868.98,Online,Kredi Kartı,Hayır,1115,10
3580,2025-10-30,8,114,10336,1,5800,5800,0.12,696.77,5103.23,3350,3350,1753.23,Mağaza,Kredi Kartı,Hayır,1080,5
3581,2026-03-26,3,113,10625,1,950,950,0.08,73.84,876.16,430,430,446.16,Mağaza,Banka Kartı,Hayır,1115,10
3582,2025-08-12,1,108,11051,2,5200,10400,0.17,1768.61,8631.39,3000,6000,2631.39,Mağaza,Banka Kartı,Hayır,1057,0
3583,2025-02-12,3,111,11025,1,4200,4200,0.02,69.68,4130.32,2350,2350,1780.32,Online,Banka Kartı,Hayır,1011,0
3584,2025-09-21,6,113,10726,1,950,950,0.03,28.71,921.29,430,430,491.29,Online,Kredi Kartı,Hayır,1070,0
3585,2025-01-03,7,103,10086,1,32000,32000,0.14,4481.65,27518.35,22500,22500,4605.57,Online,Kredi Kartı,Hayır,1007,1
3586,2025-09-25,3,105,10667,1,2800,2800,0.0,0.0,2800.0,1450,1450,1308.0,Mağaza,Banka Kartı,Hayır,1067,0
3587,2025-01-16,5,119,10080,4,450,1800,0.02,28.68,1771.32,150,600,1171.32,Mağaza,Kredi Kartı,Hayır,1005,0
3588,2025-11-30,7,108,10572,1,5200,5200,0.13,650.11,4549.89,3000,3000,1549.89,Mağaza,Dijital Cüzdan,Hayır,1087,7
3589,2026-04-09,7,117,10803,1,3100,3100,0.11,343.37,2756.63,1200,1200,1653.11,Mağaza,Kredi Kartı,Hayır,1127,10
3590,2025-02-28,5,106,10801,1,6500,6500,0.0,22.14,6477.86,3800,3800,2580.69,Mağaza,Nakit,Hayır,1013,0
3591,2025-06-26,7,101,10875,2,18500,37000,0.08,2912.25,34087.75,12500,25000,8576.43,Mağaza,Dijital Cüzdan,Hayır,1047,3
3592,2025-03-04,4,111,10175,1,4200,4200,0.12,512.28,3687.72,2350,2350,1337.72,Online,Dijital Cüzdan,Hayır,1020,0
3593,2025-11-03,1,119,10866,1,450,450,0.19,83.73,366.27,150,150,216.27,Online,Nakit,Hayır,1081,6
3594,2025-09-03,1,117,10864,1,3100,3100,0.14,418.68,2681.32,1200,1200,1575.17,Mağaza,Kredi Kartı,Hayır,1065,4
3595,2025-10-16,8,106,11083,2,6500,13000,0.11,1401.48,11598.52,3800,7600,3824.55,Mağaza,Dijital Cüzdan,Hayır,1080,5
3596,2025-11-28,1,119,10406,2,450,900,0.2,176.98,723.02,150,300,423.02,Mağaza,Banka Kartı,Hayır,1081,7
3597,2026-06-11,3,111,10487,3,4200,12600,0.09,1150.76,11449.24,2350,7050,4399.24,Online,Banka Kartı,Hayır,1139,11
3598,2025-09-12,8,102,10754,1,12500,12500,0.07,831.89,11668.11,8500,8500,2993.09,Online,Kredi Kartı,Hayır,1072,4
3599,2026-05-25,1,101,10283,1,18500,18500,0.12,2224.38,16275.62,12500,12500,3531.49,Mağaza,Dijital Cüzdan,Hayır,1129,0
3600,2026-04-08,7,111,10737,2,4200,8400,0.09,757.76,7642.24,2350,4700,2942.24,Mağaza,Banka Kartı,Hayır,1127,10
3601,2025-07-18,7,112,10456,2,3600,7200,0.07,496.32,6703.68,2050,4100,2603.68,Mağaza,Banka Kartı,Hayır,1055,0
3602,2025-09-28,8,102,10222,1,12500,12500,0.05,582.59,11917.41,8500,8500,3238.65,Mağaza,Kredi Kartı,Hayır,1072,0
3603,2025-03-05,2,119,10880,1,450,450,0.04,17.48,432.52,150,150,282.52,Mağaza,Banka Kartı,Hayır,1018,0
3604,2025-08-18,2,115,10716,1,1750,1750,0.02,29.35,1720.65,720,720,1060.87,Online,Kredi Kartı,Hayır,1058,4
3605,2025-09-06,8,117,11065,1,3100,3100,0.06,171.7,2928.3,1200,1200,1830.79,Mağaza,Kredi Kartı,Hayır,1072,4
3606,2025-09-03,2,113,10683,2,950,1900,0.08,151.06,1748.94,430,860,888.94,Mağaza,Banka Kartı,Hayır,1066,4
3607,2025-06-06,4,114,10780,1,5800,5800,0.12,713.75,5086.25,3350,3350,1736.25,Mağaza,Nakit,Hayır,1044,3
3608,2025-03-29,5,109,10708,2,8900,17800,0.11,1958.45,15841.55,5100,10200,5641.55,Mağaza,Dijital Cüzdan,Hayır,1021,2
3609,2025-11-09,2,114,10250,1,5800,5800,0.11,649.18,5150.82,3350,3350,1800.82,Mağaza,Dijital Cüzdan,Hayır,1082,6
3610,2025-03-07,8,120,10707,1,1250,1250,0.06,78.29,1171.71,570,570,601.71,Mağaza,Dijital Cüzdan,Hayır,1024,0
3611,2025-01-20,5,113,10004,1,950,950,0.06,55.38,894.62,430,430,464.62,Mağaza,Dijital Cüzdan,Hayır,1005,0
3612,2025-02-02,1,108,10449,1,5200,5200,0.09,458.45,4741.55,3000,3000,1741.55,Mağaza,Banka Kartı,Hayır,1009,0
3613,2025-03-14,1,106,10887,3,6500,19500,0.11,-2226.04,-17273.96,3800,-11400,-5614.85,Online,Kredi Kartı,Evet,1017,0
3614,2025-12-09,1,120,10511,1,1250,1250,0.18,224.58,1025.42,570,570,455.42,Online,Banka Kartı,Hayır,1089,8
3615,2025-05-13,2,105,10898,1,2800,2800,0.07,204.52,2595.48,1450,1450,1106.55,Mağaza,Banka Kartı,Hayır,1034,0
3616,2025-02-24,6,117,10046,1,3100,3100,0.07,204.09,2895.91,1200,1200,1797.27,Mağaza,Kredi Kartı,Hayır,1014,0
3617,2025-03-02,1,110,10331,1,3200,3200,0.1,334.09,2865.91,1800,1800,1065.91,Mağaza,Banka Kartı,Hayır,1017,0
3618,2026-06-04,3,110,10126,1,3200,3200,0.08,247.4,2952.6,1800,1800,1152.6,Online,Kredi Kartı,Hayır,1139,11
3619,2025-09-29,8,116,11161,1,2300,2300,0.05,105.76,2194.24,1050,1050,1221.04,Mağaza,Kredi Kartı,Hayır,1072,0
3620,2025-09-03,4,104,11167,1,24500,24500,0.12,3010.81,21489.19,17000,17000,4166.85,Mağaza,Dijital Cüzdan,Hayır,1068,4
3621,2025-06-25,2,110,10585,1,3200,3200,0.11,340.75,2859.25,1800,1800,1059.25,Mağaza,Kredi Kartı,Hayır,1042,3
3622,2025-11-13,8,101,10350,1,18500,18500,0.12,2191.83,16308.17,12500,12500,3563.55,Mağaza,Kredi Kartı,Hayır,1088,6
3623,2025-05-11,2,114,10278,1,5800,5800,0.14,787.3,5012.7,3350,3350,1662.7,Online,Kredi Kartı,Hayır,1034,0
3624,2025-04-12,8,102,11118,1,12500,12500,0.11,1362.38,11137.62,8500,8500,2470.56,Online,Nakit,Hayır,1032,2
3625,2025-11-06,6,102,10330,4,12500,50000,0.15,7299.03,42700.97,8500,34000,8060.45,Online,Nakit,Hayır,1086,6
3626,2025-10-19,6,118,10478,1,1800,1800,0.08,148.33,1651.67,850,850,801.67,Mağaza,Kredi Kartı,Hayır,1078,5
3627,2026-05-10,6,110,11174,1,3200,3200,0.03,81.91,3118.09,1800,1800,1318.09,Mağaza,Banka Kartı,Hayır,1134,0
3628,2025-12-27,4,105,10510,1,2800,2800,0.13,365.59,2434.41,1450,1450,947.89,Mağaza,Banka Kartı,Hayır,1092,8
3629,2025-12-04,7,113,10757,1,950,950,0.15,139.8,810.2,430,430,380.2,Mağaza,Banka Kartı,Hayır,1095,8
3630,2025-01-10,7,111,10923,2,4200,8400,0.1,835.91,7564.09,2350,4700,2864.09,Mağaza,Banka Kartı,Hayır,1007,1
3631,2025-02-18,3,109,10031,3,8900,26700,0.1,2623.45,24076.55,5100,15300,8776.55,Online,Kredi Kartı,Hayır,1011,0
3632,2026-05-02,3,119,11062,1,450,450,0.11,48.57,401.43,150,150,251.43,Online,Kredi Kartı,Hayır,1131,0
3633,2025-11-17,7,116,10551,1,2300,2300,0.14,332.62,1967.38,1050,1050,986.24,Mağaza,Dijital Cüzdan,Hayır,1087,7
3634,2025-05-13,4,104,10676,1,24500,24500,0.11,2694.69,21805.31,17000,17000,4478.23,Mağaza,Dijital Cüzdan,Hayır,1036,0
3635,2025-03-24,7,113,10356,1,950,950,0.1,92.34,857.66,430,430,427.66,Mağaza,Kredi Kartı,Hayır,1023,2
3636,2025-02-26,5,102,10961,2,12500,25000,0.13,3209.68,21790.32,8500,17000,4463.46,Mağaza,Dijital Cüzdan,Hayır,1013,0
3637,2026-01-11,4,105,10267,1,2800,2800,0.08,217.05,2582.95,1450,1450,1094.21,Online,Kredi Kartı,Hayır,1100,0
3638,2025-12-15,1,119,10290,1,450,450,0.17,77.01,372.99,150,150,222.99,Mağaza,Nakit,Hayır,1089,8
3639,2025-09-28,2,110,11044,1,3200,3200,0.11,345.9,2854.1,1800,1800,1054.1,Mağaza,Kredi Kartı,Hayır,1066,0
3640,2026-04-28,4,119,10063,4,450,1800,0.1,-177.75,-1622.25,150,-600,-1022.25,Mağaza,Banka Kartı,Evet,1124,0
3641,2025-04-21,4,104,10170,2,24500,49000,0.09,4600.15,44399.85,17000,34000,9733.86,Mağaza,Banka Kartı,Hayır,1028,0
3642,2025-03-17,5,105,10013,2,2800,5600,0.14,759.96,4840.04,1450,2900,1867.44,Online,Dijital Cüzdan,Hayır,1021,2
3643,2025-06-07,6,108,10649,1,5200,5200,0.03,168.02,5031.98,3000,3000,2031.98,Mağaza,Banka Kartı,Hayır,1046,3
3644,2026-06-16,5,108,10389,2,5200,10400,0.09,987.2,10542.34,3000,6000,3822.34,Mağaza,Banka Kartı,Hayır,1141,11
3645,2025-11-25,7,116,10736,1,2300,2300,0.11,244.72,2055.28,1050,1050,1077.22,Mağaza,Banka Kartı,Hayır,1087,7
3646,2025-05-02,2,113,10357,1,950,950,0.1,99.34,850.66,430,430,420.66,Mağaza,Banka Kartı,Hayır,1034,0
3647,2025-02-10,5,112,10633,1,3600,3600,0.06,220.98,3379.02,2050,2050,1329.02,Mağaza,Banka Kartı,Hayır,1013,0
3648,2025-06-16,1,113,11195,3,950,2850,0.18,505.71,2344.29,430,1290,1054.29,Mağaza,Nakit,Hayır,1041,3
3649,2025-01-23,3,115,10198,1,1750,1750,0.12,213.0,1537.0,720,720,870.8,Mağaza,Banka Kartı,Hayır,1003,0
3650,2025-10-06,2,119,11193,2,450,900,0.06,50.44,849.56,150,300,549.56,Mağaza,Kredi Kartı,Hayır,1074,5
3651,2026-04-14,3,109,10157,1,8900,8900,0.05,473.5,8426.5,5100,5100,3326.5,Online,Kredi Kartı,Hayır,1123,10
3652,2026-02-04,3,117,10270,2,3100,6200,0.09,576.41,5623.59,1200,2400,3420.41,Mağaza,Dijital Cüzdan,Hayır,1107,9
3653,2025-01-09,1,111,10062,1,4200,4200,0.19,-793.14,-3406.86,2350,-2350,-1056.86,Mağaza,Kredi Kartı,Evet,1001,1
3654,2025-01-13,3,115,10498,3,1750,5250,0.15,774.43,4475.57,720,2160,2472.21,Online,Kredi Kartı,Hayır,1003,1
3655,2025-02-21,8,119,10738,2,450,900,0.14,126.15,773.85,150,300,473.85,Mağaza,Banka Kartı,Hayır,1016,0
3656,2025-07-28,2,101,10117,1,18500,18500,0.05,864.65,17635.35,12500,12500,4870.82,Mağaza,Nakit,Hayır,1050,0
3657,2026-02-06,6,112,10915,1,3600,3600,0.08,300.25,3299.75,2050,2050,1249.75,Online,Kredi Kartı,Hayır,1110,9
3658,2025-07-10,4,120,10982,1,1250,1250,0.05,-68.49,-1181.51,570,-570,-611.51,Mağaza,Banka Kartı,Evet,1052,0
3659,2025-02-20,2,111,10718,1,4200,4200,0.09,-376.56,-3823.44,2350,-2350,-1473.44,Online,Kredi Kartı,Evet,1010,0
3660,2026-01-28,1,118,10868,1,1800,1800,0.17,300.77,1499.23,850,850,649.23,Online,Kredi Kartı,Hayır,1097,0
3661,2025-10-27,2,105,10301,1,2800,2800,0.11,311.33,2488.67,1450,1450,1001.34,Mağaza,Banka Kartı,Hayır,1074,5
3662,2025-07-15,6,113,10327,2,950,1900,0.1,191.31,1708.69,430,860,848.69,Mağaza,Banka Kartı,Hayır,1054,0
3663,2026-02-21,2,119,10950,1,450,450,0.12,55.47,394.53,150,150,244.53,Mağaza,Kredi Kartı,Hayır,1106,0
3664,2026-02-24,1,110,10733,1,3200,3200,0.13,423.46,2776.54,1800,1800,976.54,Mağaza,Dijital Cüzdan,Hayır,1105,0
3665,2026-06-06,2,111,10522,2,4200,8400,0.15,1221.82,7178.18,2350,4700,2478.18,Online,Kredi Kartı,Hayır,1138,11
3666,2025-12-22,4,102,11028,3,12500,37500,0.11,4264.09,33235.91,8500,25500,7237.38,Mağaza,Nakit,Hayır,1092,8
3667,2025-05-28,5,101,10181,2,18500,37000,0.09,3443.11,33556.89,12500,25000,8053.54,Mağaza,Kredi Kartı,Hayır,1037,0
3668,2025-12-31,3,110,11109,1,3200,3200,0.17,541.69,2658.31,1800,1800,858.31,Mağaza,Kredi Kartı,Hayır,1091,8
3669,2025-12-30,4,118,10486,2,1800,3600,0.05,177.73,3422.27,850,1700,1722.27,Mağaza,Banka Kartı,Hayır,1092,8
3670,2026-02-06,3,119,10532,1,450,450,0.1,43.8,406.2,150,150,256.2,Online,Kredi Kartı,Hayır,1107,9
3671,2026-05-07,1,114,10711,1,5800,5800,0.08,486.35,5313.65,3350,3350,1963.65,Mağaza,Dijital Cüzdan,Hayır,1129,0
3672,2025-08-17,3,117,10096,1,3100,3100,0.04,139.41,2960.59,1200,1200,1864.21,Online,Banka Kartı,Hayır,1059,4
3673,2026-06-21,4,116,11120,2,2300,4600,0.08,377.34,4222.66,1050,2100,2270.45,Mağaza,Nakit,Hayır,1140,11
3674,2025-09-25,4,115,10790,3,1750,5250,0.05,244.27,5005.73,720,2160,3020.93,Mağaza,Kredi Kartı,Hayır,1068,0
3675,2026-02-09,6,116,10089,4,2300,9200,0.1,877.27,8322.73,1050,4200,4414.02,Mağaza,Kredi Kartı,Hayır,1110,9
3676,2025-01-11,5,111,10947,1,4200,4200,0.08,347.04,3852.96,2350,2350,1502.96,Mağaza,Kredi Kartı,Hayır,1005,1
3677,2025-11-16,2,110,10923,1,3200,3200,0.1,319.19,2880.81,1800,1800,1080.81,Mağaza,Kredi Kartı,Hayır,1082,7
3678,2025-05-06,2,104,10524,1,24500,24500,0.03,623.96,23876.04,17000,17000,6517.9,Mağaza,Dijital Cüzdan,Hayır,1034,0
3679,2025-11-02,3,118,10028,1,1800,1800,0.18,324.41,1475.59,850,850,625.59,Online,Banka Kartı,Hayır,1083,6
3680,2026-05-26,6,101,10275,1,18500,18500,0.09,1589.35,16910.65,12500,12500,4156.99,Mağaza,Kredi Kartı,Hayır,1134,0
3681,2025-03-30,1,106,10555,2,6500,13000,0.12,1498.46,11501.54,3800,7600,3729.01,Mağaza,Kredi Kartı,Hayır,1017,2
3682,2025-12-21,8,111,10465,1,4200,4200,0.09,369.24,3830.76,2350,2350,1480.76,Mağaza,Banka Kartı,Hayır,1096,8
3683,2025-12-18,4,120,10099,2,1250,2500,0.09,230.53,2269.47,570,1140,1129.47,Online,Kredi Kartı,Hayır,1092,8
3684,2025-01-14,2,116,10655,1,2300,2300,0.08,191.46,2108.54,1050,1050,1132.34,Mağaza,Nakit,Hayır,1002,1
3685,2025-09-14,5,108,10453,3,5200,15600,0.12,1909.2,13690.8,3000,9000,4690.8,Online,Nakit,Hayır,1069,4
3686,2025-07-28,1,115,10292,1,1750,1750,0.16,279.91,1470.09,720,720,801.54,Mağaza,Banka Kartı,Hayır,1049,0
3687,2025-10-08,4,119,11018,1,450,450,0.14,61.97,388.03,150,150,238.03,Online,Kredi Kartı,Hayır,1076,5
3688,2026-03-19,4,112,10301,1,3600,3600,0.09,325.11,3274.89,2050,2050,1224.89,Mağaza,Kredi Kartı,Hayır,1116,10
3689,2026-01-24,1,110,10174,1,3200,3200,0.2,632.09,2567.91,1800,1800,767.91,Mağaza,Kredi Kartı,Hayır,1097,0
3690,2026-04-28,7,112,10030,1,3600,3600,0.08,281.4,3318.6,2050,2050,1268.6,Mağaza,Kredi Kartı,Hayır,1127,0
3691,2025-05-27,6,107,10251,1,14500,14500,0.03,426.78,14073.22,9300,9300,4773.22,Online,Dijital Cüzdan,Hayır,1038,0
3692,2025-10-06,1,119,10621,1,450,450,0.1,44.85,405.15,150,150,255.15,Mağaza,Kredi Kartı,Hayır,1073,5
3693,2026-06-05,3,117,10344,1,3100,3100,0.08,256.0,2844.0,1200,1200,1743.54,Online,Dijital Cüzdan,Hayır,1139,11
3694,2026-03-10,1,115,11061,2,1750,3500,0.15,520.29,2979.71,720,1440,1644.0,Online,Banka Kartı,Hayır,1113,0
3695,2025-05-24,7,113,11003,2,950,1900,0.06,104.91,1795.09,430,860,935.09,Mağaza,Banka Kartı,Hayır,1039,0
3696,2025-10-16,2,120,10346,1,1250,1250,0.11,141.73,1108.27,570,570,538.27,Online,Nakit,Hayır,1074,5
3697,2026-01-21,3,107,11121,3,14500,43500,0.13,5812.21,37687.79,9300,27900,9787.79,Online,Kredi Kartı,Hayır,1099,0
3698,2025-01-14,2,106,10536,2,6500,13000,0.0,10.86,12989.14,3800,7600,5194.3,Mağaza,Banka Kartı,Hayır,1002,1
3699,2025-09-14,2,105,10344,1,2800,2800,0.11,296.35,2503.65,1450,1450,1016.09,Mağaza,Kredi Kartı,Hayır,1066,4
3700,2025-12-12,6,116,10867,1,2300,2300,0.11,256.87,2043.13,1050,1050,1064.64,Online,Dijital Cüzdan,Hayır,1094,8
3701,2025-12-11,6,117,10086,1,3100,3100,0.06,171.05,2928.95,1200,1200,1831.46,Mağaza,Dijital Cüzdan,Hayır,1094,8
3702,2026-02-04,4,113,11185,2,950,1900,0.05,92.69,1807.31,430,860,947.31,Online,Banka Kartı,Hayır,1108,9
3703,2025-07-26,5,113,11041,1,950,950,0.08,72.87,982.39,430,430,500.79,Online,Dijital Cüzdan,Hayır,1053,0
3704,2025-06-21,4,108,10244,1,5200,5200,0.06,306.71,4893.29,3000,3000,1893.29,Mağaza,Nakit,Hayır,1044,3
3705,2026-04-09,1,101,10780,1,18500,18500,0.11,2064.91,16435.09,12500,12500,3688.57,Mağaza,Banka Kartı,Hayır,1121,10
3706,2025-09-27,1,106,10006,1,6500,6500,0.11,739.41,5760.59,3800,3800,1874.18,Online,Banka Kartı,Hayır,1065,0
3707,2025-08-09,3,113,10963,2,950,1900,0.16,305.86,1594.14,430,860,734.14,Online,Banka Kartı,Hayır,1059,0
3708,2025-06-01,6,117,10381,2,3100,6200,0.08,509.06,5690.94,1200,2400,3490.12,Mağaza,Kredi Kartı,Hayır,1046,3
3709,2025-07-02,8,116,10779,1,2300,2300,0.12,265.48,2034.52,1050,1050,1055.73,Online,Kredi Kartı,Hayır,1056,0
3710,2026-02-03,1,105,10124,1,2800,2800,0.18,501.92,2298.08,1450,1450,813.6,Mağaza,Nakit,Hayır,1105,9
3711,2025-03-13,3,102,11084,1,12500,12500,0.06,763.66,11736.34,8500,8500,3060.29,Mağaza,Kredi Kartı,Hayır,1019,0
3712,2026-02-22,2,118,10501,1,1800,1800,0.07,128.82,1671.18,850,850,821.18,Mağaza,Kredi Kartı,Hayır,1106,0
3713,2025-10-10,7,102,10010,1,12500,12500,0.1,1256.18,11243.82,8500,8500,2575.16,Online,Banka Kartı,Hayır,1079,5
3714,2025-03-15,7,109,10971,2,8900,17800,0.04,738.37,17061.63,5100,10200,6861.63,Mağaza,Kredi Kartı,Hayır,1023,2
3715,2025-12-21,2,102,10596,1,12500,12500,0.08,969.31,11530.69,8500,8500,2857.73,Mağaza,Kredi Kartı,Hayır,1090,8
3716,2026-05-12,5,112,11171,1,3600,3600,0.15,552.7,3047.3,2050,2050,997.3,Mağaza,Dijital Cüzdan,Hayır,1133,0
3717,2025-11-24,6,108,10457,1,5200,5200,0.23,1190.83,4009.17,3000,3000,1009.17,Online,Kredi Kartı,Hayır,1086,7
3718,2026-06-19,1,105,10612,1,2800,2800,0.09,252.98,2547.02,1450,1450,1058.81,Mağaza,Dijital Cüzdan,Hayır,1137,11
3719,2026-03-23,3,113,10727,1,950,950,0.1,94.03,855.97,430,430,425.97,Mağaza,Kredi Kartı,Hayır,1115,10
3720,2026-01-08,5,108,10597,1,5200,5200,0.1,511.49,4688.51,3000,3000,1688.51,Mağaza,Nakit,Hayır,1101,0
3721,2025-12-28,1,104,11029,1,24500,24500,0.19,4624.65,19875.35,17000,17000,2577.22,Mağaza,Banka Kartı,Hayır,1089,8
3722,2025-04-03,3,115,10287,2,1750,3500,0.06,-224.38,-3275.62,720,-1440,-1950.27,Online,Kredi Kartı,Evet,1027,2
3723,2025-11-17,1,118,10207,1,1800,1800,0.17,305.92,1494.08,850,850,644.08,Online,Kredi Kartı,Hayır,1081,7
3724,2025-11-20,4,106,10550,1,6500,6500,0.17,1102.6,5397.4,3800,3800,1516.44,Mağaza,Kredi Kartı,Hayır,1084,7
3725,2026-01-19,7,105,10692,3,2800,8400,0.14,1198.2,7201.8,1450,4350,2743.77,Mağaza,Kredi Kartı,Hayır,1103,0
3726,2025-12-12,4,102,10911,1,12500,12500,0.13,1601.01,10898.99,8500,8500,2235.5,Online,Banka Kartı,Hayır,1092,8
3727,2025-04-13,1,111,11043,1,4200,4200,0.1,404.12,3795.88,2350,2350,1445.88,Mağaza,Kredi Kartı,Hayır,1025,2
3728,2025-08-03,1,118,11187,1,1800,1800,0.14,247.28,1552.72,850,850,702.72,Mağaza,Kredi Kartı,Hayır,1057,0
3729,2025-07-11,5,106,10714,2,6500,13000,0.08,1009.61,13429.23,3800,7600,4715.79,Online,Kredi Kartı,Hayır,1053,0
