Customer_ID,Gender,Age_Group,Customer_Segment
10743,Erkek,45-54,Sadık Müşteri
10744,Erkek,45-54,Bireysel
10745,Kadın,45-54,Bireysel
10746,Kadın,35-44,Premium
10747,Erkek,35-44,Bireysel
10748,Erkek,25-34,Bireysel
10749,Erkek,25-34,Premium
10750,Kadın,35-44,Sadık Müşteri
10751,Erkek,18-24,Bireysel
10752,Kadın,25-34,Premium
10753,Erkek,35-44,Sadık Müşteri
10754,Kadın,45-54,Bireysel
10755,Kadın,55+,Bireysel
10756,Erkek,55+,Sadık Müşteri
10757,Erkek,35-44,Sadık Müşteri
10758,Kadın,25-34,Bireysel
10759,Erkek,35-44,Premium
10760,Kadın,45-54,Sadık Müşteri
10761,Kadın,18-24,Bireysel
10762,Kadın,25-34,Bireysel
10763,Kadın,45-54,Bireysel
10764,Kadın,25-34,Sadık Müşteri
10765,Kadın,35-44,Bireysel
10766,Kadın,35-44,Bireysel
10767,Erkek,25-34,Sadık Müşteri
10768,Kadın,25-34,Sadık Müşteri
10769,Erkek,25-34,Bireysel
10770,Kadın,18-24,Sadık Müşteri
10771,Erkek,18-24,Bireysel
10772,Kadın,45-54,Sadık Müşteri
10773,Kadın,25-34,Bireysel
10774,Kadın,35-44,Bireysel
10775,Kadın,25-34,Sadık Müşteri
10776,Kadın,55+,Bireysel
10777,Erkek,25-34,Bireysel
10778,Erkek,25-34,Sadık Müşteri
10779,Erkek,45-54,Sadık Müşteri
10780,Erkek,45-54,Sadık Müşteri
10781,Kadın,25-34,Sadık Müşteri
10782,Kadın,45-54,Bireysel
10783,Kadın,35-44,Bireysel
10784,Kadın,35-44,Bireysel
10785,Kadın,25-34,Bireysel
10786,Erkek,18-24,Premium
10787,Kadın,45-54,Sadık Müşteri
10788,Kadın,35-44,Bireysel
10789,Erkek,35-44,Bireysel
10790,Erkek,45-54,Premium
10791,Kadın,45-54,Bireysel
10792,Erkek,25-34,Sadık Müşteri
10793,Erkek,35-44,Bireysel
10794,Kadın,25-34,Sadık Müşteri
10795,Kadın,45-54,Bireysel
10796,Kadın,35-44,Sadık Müşteri
10797,Erkek,55+,Premium
10798,Erkek,18-24,Bireysel
10799,Kadın,18-24,Sadık Müşteri
10800,Kadın,25-34,Premium
10801,Erkek,25-34,Sadık Müşteri
10802,Kadın,25-34,Bireysel
10803,Kadın,55+,Bireysel
10804,Erkek,25-34,Sadık Müşteri
10805,Erkek,25-34,Bireysel
10806,Erkek,45-54,Sadık Müşteri
10807,Erkek,35-44,Premium
10808,Erkek,45-54,Premium
10809,Kadın,18-24,Bireysel
10810,Erkek,35-44,Bireysel
10811,Kadın,18-24,Premium
10812,Erkek,18-24,Sadık Müşteri
10813,Kadın,55+,Bireysel
10814,Erkek,25-34,Premium
10815,Kadın,35-44,Sadık Müşteri
10816,Kadın,25-34,Bireysel
10817,Kadın,25-34,Sadık Müşteri
10818,Kadın,55+,Bireysel
10819,Erkek,18-24,Bireysel
10820,Erkek,35-44,Bireysel
10821,Kadın,55+,Sadık Müşteri
10822,Kadın,35-44,Bireysel
10823,Kadın,55+,Bireysel
10824,Kadın,18-24,Bireysel
10825,Kadın,25-34,Bireysel
10826,Erkek,25-34,Premium
10827,Kadın,45-54,Bireysel
10828,Kadın,55+,Bireysel
10829,Kadın,25-34,Sadık Müşteri
10830,Kadın,35-44,Bireysel
10831,Kadın,25-34,Bireysel
10832,Erkek,35-44,Bireysel
10833,Kadın,35-44,Bireysel
10834,Kadın,55+,Bireysel
10835,Kadın,35-44,Bireysel
10836,Kadın,25-34,Bireysel
10837,Kadın,18-24,Premium
10838,Erkek,25-34,Bireysel
10839,Erkek,25-34,Sadık Müşteri
10840,Erkek,25-34,Sadık Müşteri
10841,Kadın,45-54,Bireysel
10842,Kadın,35-44,Sadık Müşteri
10843,Erkek,35-44,Bireysel
10844,Erkek,18-24,Premium
10845,Erkek,45-54,Bireysel
10846,Kadın,45-54,Bireysel
10847,Kadın,18-24,Bireysel
10848,Kadın,45-54,Premium
10849,Erkek,35-44,Bireysel
10850,Erkek,18-24,Sadık Müşteri
10851,Erkek,35-44,Bireysel
10852,Kadın,35-44,Sadık Müşteri
10853,Erkek,25-34,Bireysel
10854,Kadın,55+,Premium
10855,Kadın,45-54,Bireysel
10856,Kadın,35-44,Bireysel
10857,Erkek,35-44,Bireysel
10858,Kadın,25-34,Bireysel
10859,Kadın,35-44,Bireysel
10860,Erkek,35-44,Bireysel
10861,Kadın,18-24,Sadık Müşteri
10862,Kadın,35-44,Bireysel
10863,Kadın,45-54,Bireysel
10864,Kadın,35-44,Bireysel
10865,Erkek,18-24,Bireysel
10866,Kadın,45-54,Bireysel
10867,Kadın,25-34,Bireysel
10868,Erkek,25-34,Bireysel
10869,Erkek,25-34,Sadık Müşteri
10870,Erkek,25-34,Premium
10871,Kadın,45-54,Bireysel
10872,Kadın,35-44,Bireysel
10873,Erkek,25-34,Sadık Müşteri
10874,Erkek,45-54,Bireysel
10875,Erkek,45-54,Bireysel
10876,Erkek,45-54,Bireysel
10877,Erkek,25-34,Sadık Müşteri
10878,Kadın,35-44,Sadık Müşteri
10879,Kadın,55+,Bireysel
10880,Erkek,45-54,Bireysel
10881,Kadın,18-24,Bireysel
10882,Kadın,18-24,Sadık Müşteri
10883,Erkek,35-44,Bireysel
10884,Erkek,55+,Bireysel
10885,Kadın,35-44,Sadık Müşteri
10886,Kadın,35-44,Bireysel
10887,Kadın,18-24,Sadık Müşteri
10888,Erkek,35-44,Bireysel
10889,Erkek,45-54,Bireysel
10890,Kadın,25-34,Bireysel
10891,Kadın,45-54,Sadık Müşteri
10892,Erkek,55+,Sadık Müşteri
10893,Kadın,25-34,Sadık Müşteri
10894,Erkek,35-44,Bireysel
10895,Erkek,25-34,Sadık Müşteri
10896,Kadın,45-54,Bireysel
10897,Erkek,35-44,Bireysel
10898,Kadın,35-44,Premium
10899,Kadın,45-54,Bireysel
10900,Erkek,25-34,Bireysel
10901,Kadın,55+,Bireysel
10902,Erkek,35-44,Bireysel
10903,Erkek,25-34,Bireysel
10904,Kadın,35-44,Sadık Müşteri
10905,Kadın,45-54,Bireysel
10906,Kadın,25-34,Premium
10907,Kadın,45-54,Sadık Müşteri
10908,Kadın,55+,Bireysel
10909,Kadın,25-34,Bireysel
10910,Kadın,55+,Bireysel
10911,Erkek,25-34,Sadık Müşteri
10912,Erkek,25-34,Bireysel
10913,Erkek,25-34,Sadık Müşteri
10914,Kadın,55+,Bireysel
10915,Kadın,35-44,Bireysel
10916,Erkek,25-34,Bireysel
10917,Kadın,35-44,Bireysel
10918,Kadın,35-44,Premium
10919,Erkek,18-24,Sadık Müşteri
10920,Erkek,55+,Bireysel
10921,Erkek,45-54,Sadık Müşteri
10922,Kadın,35-44,Bireysel
10923,Erkek,55+,Premium
10924,Erkek,25-34,Sadık Müşteri
10925,Erkek,55+,Bireysel
10926,Erkek,35-44,Bireysel
10927,Erkek,35-44,Bireysel
10928,Kadın,25-34,Bireysel
10929,Kadın,55+,Sadık Müşteri
10930,Erkek,25-34,Bireysel
10931,Erkek,25-34,Bireysel
10932,Erkek,18-24,Sadık Müşteri
10933,Kadın,35-44,Premium
10934,Kadın,35-44,Bireysel
10935,Erkek,45-54,Bireysel
10936,Erkek,55+,Bireysel
10937,Erkek,18-24,Bireysel
10938,Erkek,45-54,Premium
10939,Erkek,25-34,Bireysel
10940,Erkek,45-54,Bireysel
10941,Erkek,45-54,Bireysel
10942,Erkek,35-44,Bireysel
10943,Erkek,45-54,Sadık Müşteri
10944,Kadın,25-34,Sadık Müşteri
10945,Kadın,35-44,Bireysel
10946,Erkek,45-54,Bireysel
10947,Kadın,35-44,Bireysel
10948,Kadın,25-34,Premium
10949,Kadın,35-44,Sadık Müşteri
10950,Kadın,45-54,Sadık Müşteri
10951,Kadın,25-34,Sadık Müşteri
10952,Kadın,25-34,Sadık Müşteri
10953,Erkek,45-54,Bireysel
10954,Kadın,45-54,Premium
10955,Kadın,18-24,Bireysel
10956,Kadın,25-34,Bireysel
10957,Erkek,25-34,Bireysel
10958,Kadın,25-34,Bireysel
10959,Erkek,35-44,Bireysel
10960,Erkek,45-54,Sadık Müşteri
10961,Erkek,35-44,Bireysel
10962,Kadın,35-44,Sadık Müşteri
10963,Erkek,25-34,Bireysel
10964,Kadın,45-54,Bireysel
10965,Erkek,35-44,Bireysel
10966,Erkek,55+,Bireysel
10967,Kadın,35-44,Sadık Müşteri
10968,Kadın,25-34,Bireysel
10969,Kadın,35-44,Bireysel
10970,Erkek,25-34,Bireysel
10971,Kadın,35-44,Sadık Müşteri
10972,Erkek,18-24,Premium
10973,Kadın,25-34,Sadık Müşteri
10974,Erkek,45-54,Bireysel
10975,Erkek,25-34,Bireysel
10976,Erkek,45-54,Bireysel
10977,Erkek,25-34,Sadık Müşteri
10978,Kadın,35-44,Bireysel
10979,Kadın,35-44,Bireysel
10980,Erkek,35-44,Sadık Müşteri
10981,Kadın,25-34,Bireysel
10982,Kadın,25-34,Sadık Müşteri
10983,Kadın,18-24,Bireysel
10984,Kadın,25-34,Bireysel
10985,Kadın,35-44,Sadık Müşteri
10986,Erkek,55+,Bireysel
10987,Kadın,45-54,Sadık Müşteri
10988,Erkek,45-54,Bireysel
10989,Kadın,45-54,Bireysel
10990,Erkek,35-44,Sadık Müşteri
10991,Kadın,25-34,Sadık Müşteri
10992,Erkek,55+,Sadık Müşteri
10993,Erkek,35-44,Bireysel
10994,Kadın,35-44,Sadık Müşteri
10995,Erkek,18-24,Bireysel
10996,Erkek,35-44,Bireysel
10997,Erkek,35-44,Premium
10998,Erkek,45-54,Bireysel
10999,Kadın,35-44,Premium
11000,Erkek,25-34,Bireysel
11001,Kadın,55+,Bireysel
11002,Kadın,18-24,Bireysel
11003,Erkek,25-34,Sadık Müşteri
11004,Kadın,18-24,Sadık Müşteri
11005,Erkek,45-54,Sadık Müşteri
11006,Erkek,55+,Sadık Müşteri
11007,Erkek,25-34,Sadık Müşteri
11008,Erkek,45-54,Sadık Müşteri
11009,Kadın,25-34,Bireysel
11010,Kadın,55+,Bireysel
11011,Kadın,45-54,Bireysel
11012,Kadın,45-54,Premium
11013,Kadın,18-24,Premium
11014,Kadın,55+,Bireysel
11015,Erkek,45-54,Sadık Müşteri
11016,Erkek,25-34,Premium
11017,Kadın,45-54,Bireysel
11018,Erkek,25-34,Bireysel
11019,Kadın,45-54,Premium
11020,Kadın,18-24,Bireysel
11021,Erkek,45-54,Sadık Müşteri
11022,Erkek,35-44,Bireysel
11023,Erkek,18-24,Premium
11024,Kadın,25-34,Premium
11025,Erkek,18-24,Premium
11026,Erkek,35-44,Bireysel
11027,Erkek,25-34,Sadık Müşteri
11028,Erkek,35-44,Sadık Müşteri
11029,Erkek,25-34,Bireysel
11030,Erkek,25-34,Sadık Müşteri
11031,Erkek,45-54,Bireysel
11032,Erkek,18-24,Sadık Müşteri
11033,Erkek,55+,Bireysel
11034,Kadın,45-54,Bireysel
11035,Erkek,35-44,Bireysel
11036,Kadın,35-44,Sadık Müşteri
11037,Kadın,55+,Bireysel
11038,Erkek,25-34,Sadık Müşteri
11039,Erkek,18-24,Bireysel
11040,Erkek,25-34,Bireysel
11041,Kadın,45-54,Bireysel
11042,Erkek,18-24,Sadık Müşteri
11043,Kadın,35-44,Bireysel
11044,Erkek,55+,Sadık Müşteri
11045,Erkek,45-54,Premium
11046,Erkek,35-44,Sadık Müşteri
11047,Erkek,18-24,Bireysel
11048,Erkek,45-54,Bireysel
11049,Erkek,35-44,Sadık Müşteri
11050,Kadın,18-24,Bireysel
11051,Kadın,18-24,Sadık Müşteri
11052,Erkek,55+,Bireysel
11053,Erkek,35-44,Premium
11054,Kadın,45-54,Sadık Müşteri
11055,Erkek,45-54,Premium
11056,Kadın,35-44,Bireysel
11057,Kadın,35-44,Sadık Müşteri
11058,Erkek,35-44,Bireysel
11059,Erkek,25-34,Bireysel
11060,Erkek,35-44,Sadık Müşteri
11061,Kadın,45-54,Sadık Müşteri
11062,Kadın,35-44,Premium
11063,Erkek,55+,Sadık Müşteri
11064,Erkek,35-44,Bireysel
11065,Kadın,35-44,Bireysel
11066,Erkek,35-44,Sadık Müşteri
11067,Kadın,35-44,Bireysel
11068,Erkek,45-54,Bireysel
11069,Erkek,25-34,Bireysel
11070,Kadın,35-44,Bireysel
11071,Kadın,18-24,Bireysel
11072,Erkek,25-34,Bireysel
11073,Erkek,35-44,Bireysel
11074,Erkek,35-44,Bireysel
11075,Erkek,55+,Premium
11076,Erkek,35-44,Bireysel
11077,Erkek,45-54,Bireysel
11078,Erkek,35-44,Sadık Müşteri
11079,Kadın,35-44,Bireysel
11080,Kadın,18-24,Premium
11081,Kadın,25-34,Sadık Müşteri
11082,Erkek,25-34,Bireysel
11083,Kadın,35-44,Bireysel
11084,Erkek,18-24,Sadık Müşteri
11085,Erkek,25-34,Premium
11086,Erkek,25-34,Bireysel
11087,Kadın,55+,Sadık Müşteri
11088,Kadın,25-34,Bireysel
11089,Kadın,35-44,Premium
11090,Kadın,25-34,Bireysel
11091,Kadın,35-44,Premium
11092,Erkek,25-34,Sadık Müşteri
11093,Erkek,25-34,Sadık Müşteri
11094,Erkek,35-44,Bireysel
11095,Erkek,18-24,Bireysel
11096,Kadın,18-24,Bireysel
11097,Erkek,25-34,Bireysel
11098,Erkek,18-24,Bireysel
11099,Kadın,18-24,Sadık Müşteri
11100,Erkek,25-34,Bireysel
11101,Kadın,45-54,Bireysel
11102,Erkek,35-44,Premium
11103,Erkek,35-44,Premium
11104,Kadın,25-34,Premium
11105,Erkek,55+,Premium
11106,Erkek,25-34,Bireysel
11107,Erkek,18-24,Bireysel
11108,Kadın,35-44,Sadık Müşteri
11109,Erkek,18-24,Sadık Müşteri
11110,Kadın,25-34,Bireysel
11111,Kadın,35-44,Sadık Müşteri
11112,Kadın,45-54,Bireysel
11113,Erkek,35-44,Bireysel
11114,Erkek,45-54,Bireysel
11115,Erkek,55+,Sadık Müşteri
11116,Erkek,25-34,Sadık Müşteri
11117,Kadın,25-34,Bireysel
11118,Kadın,25-34,Sadık Müşteri
11119,Kadın,25-34,Bireysel
11120,Kadın,25-34,Bireysel
11121,Kadın,55+,Premium
11122,Kadın,45-54,Premium
11123,Kadın,35-44,Sadık Müşteri
11124,Kadın,25-34,Sadık Müşteri
11125,Kadın,45-54,Sadık Müşteri
11126,Kadın,55+,Bireysel
11127,Erkek,45-54,Bireysel
11128,Erkek,18-24,Bireysel
11129,Erkek,35-44,Bireysel
11130,Kadın,18-24,Bireysel
11131,Kadın,25-34,Sadık Müşteri
11132,Erkek,18-24,Bireysel
11133,Kadın,35-44,Bireysel
11134,Kadın,35-44,Bireysel
11135,Kadın,18-24,Sadık Müşteri
11136,Kadın,25-34,Bireysel
11137,Kadın,35-44,Sadık Müşteri
11138,Kadın,25-34,Bireysel
11139,Erkek,25-34,Bireysel
11140,Kadın,25-34,Sadık Müşteri
11141,Kadın,45-54,Sadık Müşteri
11142,Erkek,18-24,Bireysel
11143,Kadın,18-24,Sadık Müşteri
11144,Kadın,25-34,Bireysel
11145,Erkek,55+,Bireysel
11146,Kadın,35-44,Sadık Müşteri
11147,Kadın,35-44,Sadık Müşteri
11148,Kadın,25-34,Sadık Müşteri
11149,Kadın,35-44,Sadık Müşteri
11150,Erkek,18-24,Sadık Müşteri
11151,Erkek,35-44,Sadık Müşteri
11152,Kadın,55+,Sadık Müşteri
11153,Erkek,35-44,Sadık Müşteri
11154,Kadın,45-54,Sadık Müşteri
11155,Kadın,45-54,Sadık Müşteri
11156,Erkek,25-34,Sadık Müşteri
11157,Kadın,55+,Bireysel
11158,Kadın,18-24,Premium
11159,Kadın,35-44,Sadık Müşteri
11160,Kadın,25-34,Bireysel
11161,Kadın,18-24,Sadık Müşteri
11162,Erkek,25-34,Bireysel
11163,Kadın,25-34,Bireysel
11164,Kadın,35-44,Sadık Müşteri
11165,Kadın,35-44,Bireysel
11166,Erkek,18-24,Sadık Müşteri
11167,Erkek,25-34,Sadık Müşteri
11168,Erkek,35-44,Bireysel
11169,Erkek,25-34,Bireysel
11170,Erkek,45-54,Bireysel
11171,Kadın,35-44,Sadık Müşteri
11172,Erkek,45-54,Premium
11173,Erkek,35-44,Sadık Müşteri
11174,Erkek,25-34,Bireysel
11175,Erkek,35-44,Sadık Müşteri
11176,Kadın,25-34,Bireysel
11177,Kadın,25-34,Sadık Müşteri
11178,Kadın,45-54,Bireysel
11179,Erkek,35-44,Sadık Müşteri
11180,Kadın,45-54,Bireysel
11181,Kadın,45-54,Premium
11182,Erkek,45-54,Bireysel
11183,Kadın,55+,Sadık Müşteri
11184,Erkek,35-44,Premium
11185,Kadın,25-34,Bireysel
11186,Kadın,35-44,Premium
11187,Kadın,25-34,Sadık Müşteri
11188,Erkek,35-44,Bireysel
11189,Kadın,45-54,Bireysel
11190,Kadın,35-44,Sadık Müşteri
11191,Erkek,25-34,Bireysel
11192,Kadın,25-34,Sadık Müşteri
11193,Erkek,35-44,Bireysel
11194,Erkek,25-34,Sadık Müşteri
11195,Kadın,55+,Bireysel
11196,Erkek,25-34,Sadık Müşteri
11197,Kadın,25-34,Premium
11198,Erkek,18-24,Premium
11199,Kadın,35-44,Sadık Müşteri
11200,Erkek,35-44,Bireysel
